,mol_id,canonical_smiles,MIC,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors
2243,CHEMBL4283116,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(-c4cccc(Cl)c4)nn3)c2)cc1,64.0,active,557.0130000000003,6.240880000000005,0.0,8.0
2244,CHEMBL4293711,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(-c4ccc(Cl)cc4)nn3)c2)cc1,64.0,active,557.0130000000003,6.240880000000005,0.0,8.0
2245,CHEMBL4285146,Cc1cccc(-n2cc(COc3cccc(-n4c(/C=C/c5ccc(C#N)cc5)nc5ccccc5c4=O)c3)nn2)c1,64.0,active,536.5950000000003,5.895900000000006,0.0,8.0
2246,CHEMBL4292154,Cc1cccc2c(=O)n(-c3cccc(OCc4cn(-c5cccc(Cl)c5)nn4)c3)c(/C=C/c3ccc(C#N)cc3)nc12,64.0,active,571.0400000000001,6.549300000000006,0.0,8.0
2247,CHEMBL4280836,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(-c4cccc(C(=O)O)c4)nn3)c2)cc1,64.0,active,566.5770000000002,5.285680000000005,1.0,9.0
2248,CHEMBL4288732,COc1ccc(-n2cc(COc3cccc(-n4c(/C=C/c5ccc(C#N)cc5)nc5ccccc5c4=O)c3)nn2)cc1,64.0,active,552.5940000000002,5.596080000000006,0.0,9.0
2249,CHEMBL4291064,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(-c4cccc(F)c4)nn3)c2)cc1,64.0,active,540.5580000000002,5.726580000000005,0.0,8.0
2250,CHEMBL4280431,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,64.0,active,590.5650000000002,6.606280000000004,0.0,8.0
2251,CHEMBL4287641,O=c1c2ccccc2nc(/C=C/c2ccc(Cl)cc2)n1-c1cccc(OCc2cn(-c3cccc(F)c3)nn2)c1,64.0,active,549.9930000000002,6.5083000000000055,0.0,7.0
2252,CHEMBL4277004,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(Cc4ccccc4)nn3)c2)cc1,64.0,active,536.5950000000003,5.6465800000000055,0.0,8.0
2253,CHEMBL4278135,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2ccc(OCc3cn(Cc4ccc(Br)cc4)nn3)cc2)cc1,64.0,active,615.4910000000002,6.409080000000005,0.0,8.0
2254,CHEMBL4277410,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(Cc4ccc(Br)cc4)nn3)c2)cc1,64.0,active,615.4910000000002,6.409080000000005,0.0,8.0
2255,CHEMBL4284529,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(Cc4cccc(Br)c4)nn3)c2)cc1,64.0,active,615.4910000000002,6.409080000000005,0.0,8.0
2256,CHEMBL4281589,COc1ccc(Cn2cc(COc3cccc(-n4c(/C=C/c5ccc(C#N)cc5)nc5ccccc5c4=O)c3)nn2)cc1,64.0,active,566.6210000000001,5.655180000000007,0.0,9.0
2257,CHEMBL4277159,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(OCc3cn(Cc4ccc([N+](=O)[O-])cc4)nn3)c2)cc1,64.0,active,581.5920000000002,5.554780000000005,0.0,10.0
2258,CHEMBL4294296,C[C@@H](O)CC/C=C/CCC/C=C/C=C/C(=O)N/C=C/C(=O)NC[C@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)CN2C(=O)[C@H](CNC1=O)NC2(C)C,128.0,active,705.8569999999999,0.6110000000000068,7.0,8.0
2259,CHEMBL4293585,CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)N2C(=O)[C@H](CNC(=O)[C@@H](CNC(=O)/C=C/NC(=O)/C=C/C=C/CCC/C=C/CC[C@@H](C)O)NC1=O)NC2(C)C,128.0,active,715.893,0.16380000000000927,8.0,9.0
2260,CHEMBL4285729,CC(C)C[C@@H]1NC(=O)CN2C(=O)[C@H](CNC(=O)[C@@H](CNC(=O)/C=C/NC(=O)/C=C/C=C/CCC/C=C/CC[C@@H](C)O)NC1=O)NC2(C)C,128.0,active,671.8400000000001,0.4144000000000075,7.0,8.0
2263,CHEMBL4292848,OC(Cn1cncn1)(Cn1c2ccccc2c2ccccc21)c1ccc(F)cc1F,128.0,active,404.4200000000001,4.252200000000003,1.0,5.0
2264,CHEMBL4288126,OC(Cn1cncn1)(Cn1c2ccccc2c2ccc(Br)cc21)c1ccc(F)cc1F,64.0,active,483.3160000000001,5.014700000000003,1.0,5.0
2265,CHEMBL4277483,OC(Cn1cncn1)(Cn1c2ccccc2c2cc(Br)ccc21)c1ccc(F)cc1F,64.0,active,483.3160000000001,5.014700000000003,1.0,5.0
2266,CHEMBL4291535,OC(Cn1cncn1)(Cn1c2ccc(Br)cc2c2cc(Br)ccc21)c1ccc(F)cc1F,128.0,active,562.2120000000002,5.777200000000003,1.0,5.0
2267,CHEMBL4280892,OC(Cn1cncn1)(Cn1c2ccccc2c2cc(I)ccc21)c1ccc(F)cc1F,128.0,active,530.3160000000001,4.8568000000000024,1.0,5.0
2268,CHEMBL4294930,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2CC(O)(Cn1cncn1)c1ccc(F)cc1F,256.0,active,516.6360000000002,6.847200000000007,1.0,5.0
2269,CHEMBL4284296,OC(Cn1cncn1)(Cn1c2ccc(Br)cc2c2cc(Br)ccc21)c1ccc(Cl)c(Cl)c1,128.0,active,595.1220000000001,6.805800000000004,1.0,5.0
2270,CHEMBL4279781,OC(Cn1cncn1)(Cn1c2ccc(Br)cc2c2cc(Br)ccc21)c1ccc(F)cc1,256.0,active,544.2220000000002,5.638100000000004,1.0,5.0
2271,CHEMBL4287687,OC(Cn1cncn1)(Cn1c2ccc(Br)cc2c2cc(Br)ccc21)c1ccc(Cl)cc1,256.0,active,560.6770000000001,6.1524000000000045,1.0,5.0
2272,CHEMBL4292994,Cc1ccc(C(O)(Cn2cncn2)Cn2c3ccc(Br)cc3c3cc(Br)ccc32)cc1,256.0,active,540.2590000000001,5.807420000000005,1.0,5.0
2273,CHEMBL4292375,OC(Cn1cncn1)(Cn1ccc2ccccc21)c1ccc(F)cc1F,128.0,active,354.36,3.099000000000001,1.0,5.0
2274,CHEMBL4279382,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc3ncccc3nc2N2C3CCC2CN(C)C3)cn1,2.0,active,568.629,5.2583000000000055,2.0,8.0
2275,CHEMBL4294467,CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,0.5,active,601.615,4.0534000000000034,3.0,10.0
2276,CHEMBL4283208,CCNC(=O)Nc1cc(-c2nc(C3CC3)cs2)c(-c2cc(-c3n[nH]c(=O)o3)cnc2N2C3CCC2CN(C)C3)cn1,0.5,active,573.6830000000001,3.9120000000000035,3.0,10.0
2277,CHEMBL4279276,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCCN4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1,16.0,active,884.8889999999999,1.038400000000009,7.0,13.0
2278,CHEMBL4287199,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N(C)[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCCN4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1,64.0,active,898.9159999999998,1.3806000000000096,6.0,13.0
2279,CHEMBL4282733,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCCN4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1,16.0,active,926.9299999999997,0.562770000000005,9.0,13.0
2280,CHEMBL4290610,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCCN4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1,64.0,active,907.8829999999996,1.2653000000000076,7.0,13.0
2281,CHEMBL4291025,CCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCCN4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1,64.0,active,856.8349999999998,0.2582000000000092,7.0,13.0
2282,CHEMBL4280386,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCN4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1,32.0,active,870.862,0.6483000000000098,7.0,13.0
2283,CHEMBL4294422,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)B(O)O)[C@@H](C)O)cc2)cc1,4.0,active,753.7070000000004,-0.4390999999999927,10.0,10.0
2284,CHEMBL4283840,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)B3OC4C[C@@H]5C[C@@H](C5(C)C)[C@]4(C)O3)[C@@H](C)O)cc2)cc1,4.0,active,887.9290000000001,2.816400000000008,8.0,10.0
2285,CHEMBL4292925,C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)c2ccc(-c3ccccc3)cc2)[C@@H](C)O)Cc2cn(nn2)CCO[C@@H]2C[C@@H]3OB1O[C@@H]3C2,64.0,active,801.7109999999999,-0.6110999999999889,7.0,13.0
2286,CHEMBL4282334,CCCCCCc1ccc(-c2ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCO[C@@H]4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)cc2)cc1,8.0,active,885.873,1.5117000000000087,7.0,13.0
2287,CHEMBL4288133,C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)c2ccc(=O)n(-c3ccccc3)c2)[C@@H](C)O)Cc2cn(nn2)CCO[C@@H]2C[C@@H]3OB1O[C@@H]3C2,64.0,active,818.698,-2.127199999999993,7.0,15.0
2288,CHEMBL4280228,CCCCCCc1ccc(-n2cc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]3Cc4cn(nn4)CCO[C@@H]4C[C@@H]5OB(O[C@@H]5C4)[C@H](C)NC3=O)[C@@H](C)O)ccc2=O)cc1,64.0,active,902.86,-0.004399999999991244,7.0,15.0
2289,CHEMBL4291540,CCCCCCC#Cc1cncc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]2Cc3cn(nn3)CCO[C@@H]3C[C@@H]4OB(O[C@@H]4C3)[C@H](C)NC2=O)[C@@H](C)O)c1,64.0,active,834.785,-0.5611999999999913,7.0,14.0
2290,CHEMBL4283678,CCCCCCc1ccc(-c2nc3cc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]4Cc5cn(nn5)CCO[C@@H]5C[C@@H]6OB(O[C@@H]6C5)[C@H](C)NC4=O)[C@@H](C)O)ccc3[nH]2)cc1,64.0,active,925.8979999999999,1.3880000000000086,8.0,14.0
2291,CHEMBL4281328,CCCCCCc1ccc(-c2c[nH]c3ccc(C(=O)N[C@@H](CCCN)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@H]4Cc5cn(nn5)CCO[C@@H]5C[C@@H]6OB(O[C@@H]6C5)[C@H](C)NC4=O)[C@@H](C)O)cc23)cc1,64.0,active,924.9099999999999,1.9930000000000074,8.0,13.0
2292,CHEMBL4291944,C[C@@H]1NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCN)NC(=O)C#Cc2ccc(-c3ccccc3)cc2)[C@@H](C)O)Cc2cn(nn2)CCO[C@@H]2C[C@@H]3OB1O[C@@H]3C2,64.0,active,825.733,-0.8731999999999887,7.0,13.0
2416,CHEMBL3793570,CCCCc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1,0.25,active,320.43600000000004,4.483000000000003,2.0,1.0
2417,CHEMBL4584580,O=C(NCCc1c[nH]c2ccccc12)c1cc(Br)cc(Br)c1,1.0,active,422.12000000000006,4.665400000000002,2.0,1.0
2418,CHEMBL4439218,O=C(NCCc1c[nH]c2ccccc12)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.25,active,400.322,5.178000000000002,2.0,1.0
2419,CHEMBL4539506,O=C(NCCc1c[nH]c2ccccc12)c1ccc(Cl)c(Cl)c1,1.0,active,333.2180000000001,4.447200000000002,2.0,1.0
2420,CHEMBL4549479,CCCCc1ccc(C(=O)NCCc2c[nH]c3ccc(Br)cc23)cc1,0.5,active,399.33200000000005,5.245500000000004,2.0,1.0
2421,CHEMBL4590708,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1cc(Br)cc(Br)c1,1.0,active,501.0160000000001,5.427900000000002,2.0,1.0
2422,CHEMBL4572322,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.5,active,479.2180000000001,5.940500000000003,2.0,1.0
2423,CHEMBL4575910,O=C(NCCc1c[nH]c2ccc(Br)cc12)c1ccc(Cl)c(Cl)c1,0.5,active,412.11400000000015,5.209700000000002,2.0,1.0
2424,CHEMBL4579707,CCCCc1ccc(NC(=O)NCCc2c[nH]c3ccccc23)cc1,2.0,active,335.451,4.874700000000003,3.0,1.0
2425,CHEMBL4441279,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,0.5,active,437.13500000000005,5.057100000000002,3.0,1.0
2426,CHEMBL4536943,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.125,active,415.33700000000005,5.569700000000002,3.0,1.0
2427,CHEMBL4248460,O=C(NCCc1c[nH]c2ccccc12)Nc1ccc(Cl)c(Cl)c1,0.5,active,348.23300000000006,4.838900000000002,3.0,1.0
2428,CHEMBL4467410,O=C(NCCc1c[nH]c2ccccc12)Nc1cc(Cl)c(Br)c(Cl)c1,0.5,active,427.129,5.601400000000003,3.0,1.0
2429,CHEMBL4555452,CCCCc1ccc(NC(=O)NCCc2c[nH]c3ccc(Br)cc23)cc1,2.0,active,414.34700000000004,5.637200000000004,3.0,1.0
2430,CHEMBL4560857,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Br)cc(Br)c1,0.5,active,516.0310000000001,5.819600000000002,3.0,1.0
2431,CHEMBL4448518,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.25,active,494.23300000000006,6.332200000000002,3.0,1.0
2432,CHEMBL4463250,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1ccc(Cl)c(Cl)c1,0.5,active,427.12900000000013,5.601400000000002,3.0,1.0
2433,CHEMBL4584714,O=C(NCCc1c[nH]c2ccc(Br)cc12)Nc1cc(Cl)c(Br)c(Cl)c1,0.5,active,506.0250000000001,6.363900000000002,3.0,1.0
2434,CHEMBL4446193,CCCCc1ccc(NC(=O)NCc2c[nH]c3ccccc23)cc1,2.0,active,321.42400000000004,4.832200000000003,3.0,1.0
2435,CHEMBL4471821,O=C(NCc1c[nH]c2ccccc12)Nc1cc(Br)cc(Br)c1,1.0,active,423.108,5.014600000000002,3.0,1.0
2436,CHEMBL4455259,O=C(NCc1c[nH]c2ccccc12)Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.125,active,401.31,5.527200000000002,3.0,1.0
2437,CHEMBL4440609,O=C(NCc1c[nH]c2ccccc12)Nc1ccc(Cl)c(Cl)c1,2.0,active,334.206,4.796400000000002,3.0,1.0
2438,CHEMBL4442924,O=C(NCc1c[nH]c2ccccc12)Nc1cc(Cl)c(Br)c(Cl)c1,1.0,active,413.1020000000001,5.558900000000002,3.0,1.0
2439,CHEMBL4526560,CCCCc1ccc(NC(=O)Nc2ccc3[nH]ccc3c2)cc1,1.0,active,307.39700000000005,5.154500000000003,3.0,1.0
2440,CHEMBL4439250,O=C(Nc1cc(Br)cc(Br)c1)Nc1ccc2[nH]ccc2c1,1.0,active,409.0810000000001,5.336900000000002,3.0,1.0
2441,CHEMBL4551705,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc2[nH]ccc2c1,1.0,active,387.283,5.849500000000002,3.0,1.0
2442,CHEMBL4549760,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2[nH]ccc2c1,2.0,active,320.17900000000003,5.118700000000002,3.0,1.0
2443,CHEMBL4516444,O=C(Nc1cc(Cl)c(Br)c(Cl)c1)Nc1ccc2[nH]ccc2c1,1.0,active,399.07500000000005,5.8812000000000015,3.0,1.0
2444,CHEMBL4466647,CCCCc1ccc(NC(=O)Nc2ccc3cc[nH]c3c2)cc1,2.0,active,307.39700000000005,5.154500000000003,3.0,1.0
2445,CHEMBL4578206,O=C(Nc1cc(Br)cc(Br)c1)Nc1ccc2cc[nH]c2c1,2.0,active,409.0810000000001,5.336900000000002,3.0,1.0
2446,CHEMBL4521929,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Nc1ccc2cc[nH]c2c1,1.0,active,387.283,5.849500000000002,3.0,1.0
2447,CHEMBL4555833,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1ccc2cc[nH]c2c1,2.0,active,320.17900000000003,5.118700000000002,3.0,1.0
2448,CHEMBL4439736,O=C(Nc1cc(Cl)c(Br)c(Cl)c1)Nc1ccc2cc[nH]c2c1,2.0,active,399.07500000000005,5.8812000000000015,3.0,1.0
2480,CHEMBL550689,N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)NCC1CC1,64.0,active,409.66700000000014,3.264240000000001,7.0,3.0
2481,CHEMBL4438023,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)NCC1CC1,8.0,active,845.3279999999992,7.086880000000009,12.0,5.0
2482,CHEMBL4437319,N=C(N)NCCCCCCCCCCN(CCCCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCCCNC(=N)N)CCCCCCCCCCNC(=N)NCC1CC1,64.0,active,957.5439999999986,10.20768,12.0,5.0
2483,CHEMBL4528235,N=C(N)NCCCCCCN(CCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCNC(=N)N)CCCCCCNC(=N)NCC1CC1,128.0,active,733.1119999999996,3.966080000000006,12.0,5.0
2484,CHEMBL4579752,CCNC(=N)NCCCCCCCCN(CCCCCCCCNC(=N)N)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)NCC,16.0,active,793.2519999999994,6.306680000000008,12.0,5.0
2485,CHEMBL4475091,CNC(=N)NCCCCCCCCN(CCCCCCCCNC(=N)N)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)NC,8.0,active,765.1979999999995,5.526480000000007,12.0,5.0
2486,CHEMBL4589499,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)NCc1ccccc1)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)NCc1ccccc1,8.0,active,917.3939999999989,8.667280000000005,12.0,5.0
2487,CHEMBL4450800,N=C(NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)NCC1CC1)CCCCCCCCNC(=N)NCC1CC1)NCC1CC1,8.0,active,953.5119999999989,9.168680000000005,12.0,5.0
2488,CHEMBL4568849,CCNC(=N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC)C(=O)N(CCCCCCCCNC(=N)NCC)CCCCCCCCNC(=N)NCC,16.0,active,849.3599999999992,7.60828000000001,12.0,5.0
2489,CHEMBL4579643,N=C(NCCCCCCCCN(CCCCCCCCNC(=N)NCc1ccccc1)C(=O)N(CCCCCCCCNC(=N)NCc1ccccc1)CCCCCCCCNC(=N)NCc1ccccc1)NCc1ccccc1,16.0,active,1097.643999999999,12.329479999999988,12.0,5.0
2490,CHEMBL4459716,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)N)C(=O)N(CCCCCCCCNC(=N)N)CCCCCCCCNC(=N)N,16.0,active,737.1439999999997,5.0050800000000075,12.0,5.0
2491,CHEMBL4475238,N=C(N)NCCCCCCCCN(CCCCCCCCNC(=N)N)C(=O)N(CCCCCCCCNC(=N)NCC1CC1)CCCCCCCCNC(=N)NCC1CC1,16.0,active,845.3279999999994,7.086880000000009,12.0,5.0
2492,CHEMBL4452930,N=C(N)NCCCCCCN(CCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCNC(=N)NCC1CC1)CCCCCCNC(=N)NCC1CC1,64.0,active,787.2039999999995,5.0069800000000075,12.0,5.0
2493,CHEMBL4583313,CCNC(=N)NCCCCCCN(CCCCCCNC(=N)N)C(=O)N(CCCCCCNC(=N)NCC)CCCCCCNC(=N)NCC,256.0,active,709.0899999999996,3.8366800000000074,12.0,5.0
2494,CHEMBL4471008,N=C(NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCNC(=N)NCC1CC1)CCCCCCNC(=N)NCC1CC1)NCC1CC1,64.0,active,897.4039999999992,7.60828000000001,12.0,5.0
2495,CHEMBL4559235,CNC(=O)NC(=N)NCCCCCCCCN(CCCCCCCCNC(=N)NC(=O)NC)C(=O)N(CCCCCCCCNC(=N)NCC1CC1)CCCCCCCCNC(=N)NCC1CC1,8.0,active,959.4319999999987,7.0274800000000095,14.0,7.0
2496,CHEMBL4436661,CNC(=O)NC(=N)NCCCCCCCCN(CCCCCCCCNC(=N)NCC1CC1)C(=O)N(CCCCCCCCNC(=N)NCC1CC1)CCCCCCCNC(=N)NC(=O)NC,16.0,active,945.404999999999,6.637380000000009,14.0,7.0
2497,CHEMBL222224,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O,1.0,active,1169.4819999999997,-5.441399999999994,18.0,18.0
2498,CHEMBL4476755,CC(C)(C)OC(=O)/N=C(/NCCCCCCCCN(CCCCCCCCN/C(=N/C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(=O)N(CCCCCCCCN/C(=N/C(=O)OC(C)(C)C)N(CC1CC1)C(=O)OC(C)(C)C)CCCCCCCCN/C(=N/C(=O)OC(C)(C)C)N(CC1CC1)C(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,256.0,active,1646.263999999998,18.939199999999996,6.0,17.0
2499,CHEMBL4440204,CC(C)c1ccc(-c2nc(CN3CCN(c4ccnc5cc(Cl)ccc45)CC3)no2)cc1,32.0,active,447.97000000000014,5.383800000000006,0.0,6.0
2500,CHEMBL4453073,Cc1cccc(-c2nc(CN3CCN(c4ccnc5cc(-c6cccnc6)ccc45)CC3)no2)c1C,32.0,active,476.58400000000023,5.285840000000005,0.0,7.0
2501,CHEMBL4463805,c1cncc(-c2ccc3c(N4CCN(Cc5noc(C6CCCC6)n5)CC4)ccnc3c2)c1,512.0,intermediate,440.5510000000002,4.659600000000004,0.0,7.0
2502,CHEMBL4473719,CC(C)c1ccc(-c2nc(CN3CCN(c4ccnc5cc(-c6cccnc6)ccc45)CC3)no2)cc1,32.0,active,490.6110000000002,5.792400000000006,0.0,7.0
2514,CHEMBL4461871,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)CC)[C@@H](C)CC)C(=O)N[C@@H](CCCCN)C(N)=O,1000.0,inactive,1684.2030000000002,2.216099999999986,22.0,19.0
2516,CHEMBL4539121,N#CC(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)NCCN,32.0,active,579.3849999999999,6.131880000000005,2.0,3.0
2517,CHEMBL4447918,NCCNC(=O)C(CN)(Cc1cc(Br)cc(Br)c1)Cc1cc(Br)cc(Br)c1,32.0,active,627.0130000000001,4.541800000000004,3.0,3.0
2518,CHEMBL4451086,NCCNC(=O)C(CN)(Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,32.0,active,447.42300000000006,3.5294000000000034,3.0,3.0
2519,CHEMBL4439950,NCCNC(=O)C(CN)(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,8.0,active,583.4170000000003,5.567000000000004,3.0,3.0
2520,CHEMBL1739367,NCCNC(=O)C(CN)(Cc1ccc(C(F)(F)F)cc1)Cc1ccc(C(F)(F)F)cc1,32.0,active,447.42300000000006,3.5294000000000025,3.0,3.0
2521,CHEMBL4587812,NCCNC(=O)C(CN)(Cc1ccc(F)c2ccccc12)Cc1ccc(F)c2ccccc12,32.0,active,447.52900000000017,4.076400000000004,3.0,3.0
2522,CHEMBL4515238,NCCNCC(CN)(Cc1ccccc1Br)Cc1ccccc1Br,16.0,active,455.2380000000001,3.4902000000000024,3.0,3.0
2523,CHEMBL4588332,NCCNCC(CN)(Cc1cc(Br)cc(Br)c1)Cc1cc(Br)cc(Br)c1,16.0,active,613.0300000000001,5.015200000000004,3.0,3.0
2524,CHEMBL4467576,NCCNCC(CN)(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1,8.0,active,569.4340000000002,6.0404000000000035,3.0,3.0
2525,CHEMBL4438720,NCCNCC(CN)(Cc1ccc(F)c2ccccc12)Cc1ccc(F)c2ccccc12,8.0,active,433.54600000000016,4.549800000000003,3.0,3.0
2526,CHEMBL4458087,N=C(N)NCCNC(=O)C(CNC(=N)N)(Cc1cc(Br)cc(Br)c1)Cc1cc(Br)cc(Br)c1,16.0,active,711.095,3.5905400000000034,7.0,3.0
