,mol_id,canonical_smiles,MIC,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors
877,CHEMBL2409761,Nc1nc(/C(=N/Oc2ccccc2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,0.5,active,622.5980000000004,-1.3891999999999969,7.0,14.0
878,CHEMBL2409760,Nc1nc(/C(=N/OCc2nnn[nH]2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,0.5,active,628.5660000000004,-3.7382999999999953,8.0,17.0
879,CHEMBL2409759,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CNC(=O)NCc1cc(=O)c(O)cn1O)c1csc(N)n1)C(=O)NO,1.0,active,647.6050000000001,-3.167599999999995,9.0,16.0
880,CHEMBL2409662,Nc1nc(/C(=N/OCCCC(=O)O)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,0.5,active,632.5900000000003,-2.5867999999999958,8.0,15.0
881,CHEMBL2409661,Nc1nc(/C(=N/OC2(C(=O)O)CCCCC2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,1.0,active,672.6550000000002,-1.6640999999999961,8.0,15.0
882,CHEMBL2409660,Nc1nc(/C(=N/OC2(C(=O)O)CCCC2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,0.125,active,658.6280000000003,-2.0541999999999963,8.0,15.0
883,CHEMBL2409772,Nc1nc(/C(=N/OC2(C(=O)O)CCC2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,0.125,active,644.6010000000002,-2.4442999999999966,8.0,15.0
884,CHEMBL2409771,Nc1nc(/C(=N/O[C@@H](Cc2ccccc2)C(=O)O)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,1.0,active,694.6610000000002,-1.7556999999999958,8.0,15.0
885,CHEMBL2409770,CC(C)C[C@H](O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CNC(=O)NCc1cc(=O)c(O)cn1O)c1csc(N)n1)C(=O)O,1.0,active,660.6440000000001,-1.9522999999999948,8.0,15.0
886,CHEMBL2409769,Nc1nc(/C(=N/OCC(=O)O)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CNC(=O)NCc2cc(=O)c(O)cn2O)cs1,0.25,active,604.5360000000003,-3.3669999999999973,8.0,15.0
887,CHEMBL2409768,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CNc1cc(C(=O)NCc2cc(=O)c(O)cn2O)ccn1)c1csc(N)n1)C(=O)O,0.125,active,709.6760000000002,-1.6506999999999943,8.0,17.0
888,CHEMBL2409767,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1Cn1cc(COCc2cc(=O)c(O)cn2O)nn1)c1csc(N)n1)C(=O)O,0.25,active,671.6270000000001,-2.0792999999999964,6.0,18.0
889,CHEMBL2409766,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1Cn1cc(-c2cc(=O)c(O)cn2O)nn1)c1csc(N)n1)C(=O)O,0.125,active,627.5740000000001,-2.1290999999999958,6.0,17.0
890,CHEMBL2409765,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CNS(=O)(=O)NCc1cc(=O)c(O)cn1O)c1csc(N)n1)C(=O)O,1.0,active,668.6450000000001,-3.4635999999999942,8.0,16.0
891,CHEMBL2409774,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)[O-])[C@@H]1CNC(=O)OCc1cc(=O)c(O)cn1O)c1csc(N)n1)C(=O)[O-].[Na+].[Na+],0.125,active,677.5380000000002,-9.830700000000007,5.0,18.0
892,CHEMBL2407118,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)O)[C@@H]1CNC(=O)NCc1cc(=O)c(O)cn1O)c1csc(N)n1)C(=O)O,0.25,active,632.5900000000001,-2.5883999999999956,8.0,15.0
893,CHEMBL2409773,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N(S(=O)(=O)[O-])[C@@H]1CNC(=O)c1cc(-c2cc(=O)c(O)cn2O)no1)c1csc(N)n1)C(=O)[O-].[Na+].[Na+],0.125,active,714.5590000000001,-9.672100000000007,5.0,19.0
894,CHEMBL2426035,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](OC(=O)c2ccccc2C(=O)O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,624.8590000000002,7.27470000000001,3.0,6.0
895,CHEMBL2426034,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2C(=O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,474.72600000000034,5.920000000000008,2.0,4.0
896,CHEMBL2426033,CC(=O)O[C@@H]1C[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]2(C)CC[C@H]([C@]3(C)CC[C@H](C(C)(C)O)O3)[C@@H]12,128.0,active,518.7790000000005,6.282600000000008,2.0,5.0
897,CHEMBL2426032,CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](OC(=O)/C=C/c2ccccc2)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,32.0,active,606.8880000000001,7.97610000000001,2.0,5.0
898,CHEMBL2426031,CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](OC(=O)c2ccccc2C(=O)O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,624.8590000000002,7.27470000000001,3.0,6.0
899,CHEMBL2426030,CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2C(=O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,474.72600000000034,5.920000000000008,2.0,4.0
900,CHEMBL2426029,CC(=O)O[C@@H]1C[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@]2(C)CC[C@H]([C@]3(C)CC[C@@H](C(C)(C)O)O3)[C@@H]12,64.0,active,518.7790000000005,6.282600000000008,2.0,5.0
901,CHEMBL2426028,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,474.7260000000004,5.920000000000007,2.0,4.0
902,CHEMBL2426039,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2C(=O)C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,472.7100000000004,6.128200000000007,1.0,4.0
903,CHEMBL2426038,CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,474.7260000000004,5.920000000000007,2.0,4.0
904,CHEMBL2426037,CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2C(=O)C[C@@H]2[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,472.7100000000004,6.128200000000007,1.0,4.0
905,CHEMBL2426036,CC(C)(O)[C@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,476.74200000000036,5.711800000000006,3.0,4.0
906,CHEMBL466363,CC(C)(O)[C@@H]1CC[C@@](C)([C@H]2CC[C@]3(C)[C@@H]2[C@H](O)C[C@@H]2[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@]23C)O1,128.0,active,476.74200000000036,5.711800000000006,3.0,4.0
907,CHEMBL375563,CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,64.0,active,460.74300000000034,6.500600000000008,3.0,3.0
908,CHEMBL251308,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]12,128.0,active,472.7100000000003,6.0619000000000085,3.0,3.0
911,CHEMBL3093088,O/N=C/c1n(Cc2ccccc2)cc[n+]1-c1ccc(F)cc1.[Br-],0.78,active,376.22900000000004,-0.23570000000000002,1.0,3.0
913,CHEMBL3099714,OCCNc1cc(-c2n[nH]c3cnccc23)nc(C(F)(F)F)c1,128.0,active,323.278,2.4429,3.0,5.0
914,CHEMBL3099715,OCCNc1cc(C(F)(F)F)nc(-c2n[nH]c3cnccc23)n1,128.0,active,324.266,1.8378999999999996,3.0,6.0
915,CHEMBL3105687,[C-]#[N+]C(=C)[C@@](Cc1ccc(OC)cc1)([N+]#[C-])C1C[C@@H](OC(=O)CO)CC[C@@H]1O,0.2564,active,384.4320000000002,2.3938800000000007,2.0,5.0
916,CHEMBL3113524,c1ccc(-c2nnc3c4ccccc4c(N4CCNCC4)nn23)cc1,64.0,active,330.3950000000001,2.3541,1.0,6.0
917,CHEMBL3113523,Cc1ccc(Nc2nn3c(-c4ccccc4)nnc3c3ccccc23)cc1,128.0,active,351.4130000000001,4.996520000000003,1.0,5.0
918,CHEMBL3113522,Fc1ccc(Nc2nn3c(-c4ccccc4)nnc3c3ccccc23)cc1,128.0,active,355.3760000000001,4.827200000000002,1.0,5.0
919,CHEMBL3113533,Cc1nnc2c3ccccc3c(N3CC(C)CC(C)C3)nn12,128.0,active,295.39,3.068220000000001,0.0,5.0
920,CHEMBL3113532,Cc1nnc2c3ccccc3c(Nc3ccccc3Cl)nn12,128.0,active,309.76,3.982920000000002,1.0,5.0
921,CHEMBL3113531,Cc1ccc(Nc2nn3c(C)nnc3c3ccccc23)cc1,128.0,active,289.34200000000004,3.637940000000002,1.0,5.0
922,CHEMBL3113530,COc1ccc(Nc2nn3c(C)nnc3c3ccccc23)cc1,128.0,active,305.341,3.3381200000000018,1.0,6.0
923,CHEMBL3113529,c1ccc2c(c1)c(N1CCNCC1)nn1cnnc21,128.0,active,254.297,0.6870999999999998,1.0,6.0
924,CHEMBL3113528,Cc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,active,275.31500000000005,3.3295200000000014,1.0,5.0
925,CHEMBL3113527,COc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,active,291.314,3.029700000000001,1.0,6.0
926,CHEMBL3113526,Clc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,active,295.73300000000006,3.674500000000001,1.0,5.0
927,CHEMBL3113525,Fc1ccc(Nc2nn3cnnc3c3ccccc23)cc1,128.0,active,279.278,3.1602000000000006,1.0,5.0
928,CHEMBL1198184,CCCCCc1ccc(C(=O)Nc2ccc3[nH]c(N)nc3c2)cc1,16.0,active,322.41200000000003,4.130100000000001,3.0,3.0
929,CHEMBL3218050,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C)cc1.Cl,64.0,active,372.90000000000003,4.562300000000003,2.0,4.0
930,CHEMBL3218051,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C(C)C)cc1.Cl,32.0,active,400.9540000000001,5.606200000000005,2.0,4.0
931,CHEMBL3218052,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCC)cc1.Cl,64.0,active,414.98100000000017,5.8254000000000055,2.0,4.0
932,CHEMBL3218053,CCCCCCn1c(N)nc2cc(NC(=O)c3ccc(CCCCC)cc3)ccc21.Cl,64.0,active,443.03500000000025,6.605600000000007,2.0,4.0
933,CHEMBL3218054,CCCCCCCCn1c(N)nc2cc(NC(=O)c3ccc(CCCCC)cc3)ccc21.Cl,64.0,active,471.08900000000034,7.385800000000008,2.0,4.0
934,CHEMBL3218055,CCCCCCCCCCCCn1c(N)nc2cc(NC(=O)c3ccc(CCCCC)cc3)ccc21.Cl,64.0,active,527.1970000000003,8.946200000000001,2.0,4.0
935,CHEMBL3218056,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3C2CCCC2)cc1.Cl,64.0,active,426.99200000000025,6.140400000000005,2.0,4.0
936,CHEMBL3218057,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3-c2ccc(CCCCC)cc2)cc1.Cl,64.0,active,505.1060000000003,7.7472000000000065,2.0,4.0
937,CHEMBL3218058,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3Cc2ccccc2)cc1.Cl,64.0,active,448.9980000000001,6.073600000000004,2.0,4.0
938,CHEMBL3218059,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3Cc2ccc(OC)cc2)cc1.Cl,64.0,active,479.02400000000017,6.082200000000005,2.0,5.0
939,CHEMBL3218060,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccc2)cc1.Cl,64.0,active,463.02500000000015,6.268000000000005,2.0,4.0
940,CHEMBL3218061,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccc2OC)cc1.Cl,64.0,active,493.0510000000002,6.2766000000000055,2.0,5.0
941,CHEMBL3218062,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2cccc(OC)c2)cc1.Cl,64.0,active,493.0510000000002,6.2766000000000055,2.0,5.0
942,CHEMBL3218063,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccc(OC)cc2)cc1.Cl,64.0,active,493.0510000000002,6.2766000000000055,2.0,5.0
943,CHEMBL3218064,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccc3ccccc3c2)cc1.Cl,64.0,active,513.0850000000003,7.421200000000006,2.0,4.0
944,CHEMBL3218065,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2cccc3ccccc23)cc1.Cl,64.0,active,513.0850000000003,7.421200000000006,2.0,4.0
945,CHEMBL3218066,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2ccccn2)cc1.Cl,64.0,active,464.0130000000002,5.663000000000005,2.0,5.0
946,CHEMBL3218067,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2c[nH]c3ccccc23)cc1.Cl,64.0,active,502.0620000000002,6.749300000000005,3.0,4.0
947,CHEMBL3218068,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCc2nc3ccccc3[nH]2)cc1.Cl,64.0,active,503.05000000000024,6.144300000000005,3.0,5.0
948,CHEMBL3218069,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCc2ccccc2)cc1.Cl,64.0,active,477.0520000000002,6.6581000000000055,2.0,4.0
949,CHEMBL3218070,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCCc2ccccc2)cc1.Cl,64.0,active,491.07900000000024,7.048200000000006,2.0,4.0
950,CHEMBL3218071,CCCCCc1ccc(C(=O)Nc2ccc3c(c2)nc(N)n3CCCCc2c[nH]c3ccccc23)cc1.Cl,64.0,active,530.1160000000003,7.529500000000006,3.0,4.0
951,CHEMBL3218567,C/C=C\C=C\[C@@H]1O[C@](O)([C@H](CC)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@@H](C)C(O)[C@@H](O)/C=C/C=C/C=C/C=C(\C)C(=O)c2c(O)ccn(C)c2=O)C[C@H](O)C1(C)C,16.0,active,778.9839999999999,4.903200000000006,6.0,11.0
960,CHEMBL3236352,CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(=O)N[C@@H](CCCCNC(=N)N)C(=O)N(CC(=O)N[C@@H](CCCCN)C(=O)N(CC(N)=O)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1)[C@@H](C)c1ccccc1,1000.0,inactive,2210.843999999997,6.489910000000051,21.0,22.0
964,CHEMBL3265226,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@H](N3C(=O)c4cc(O)c(O)cc4C3=O)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,0.06,active,662.5460000000002,-1.6283999999999965,6.0,16.0
965,CHEMBL3265221,Nc1nc(/C(=N/OCc2cc(=O)c(O)cn2O)C(=O)N[C@H]2CON(C3(C(=O)O)CCC(=O)O3)C2=O)cs1,0.5,active,538.4510000000004,-1.872699999999996,5.0,15.0
966,CHEMBL3265224,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@@H](NC(=O)c3cc(=O)c(O)cn3O)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,0.5,active,653.5390000000001,-2.8011999999999944,7.0,17.0
967,CHEMBL3265225,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@H](NC(=O)c3cc(=O)c(O)cn3O)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,0.5,active,653.5390000000001,-2.8011999999999944,7.0,17.0
968,CHEMBL3265220,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)CCC(=O)O2)C1=O)c1csc(N)n1)C(=O)O,32.0,active,485.43100000000027,-1.3142999999999976,4.0,12.0
969,CHEMBL3265222,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@@H](NC(=O)OCc3ccccc3)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,64.0,active,634.5800000000002,-0.40939999999999627,5.0,14.0
970,CHEMBL3265223,CC(C)(O/N=C(\C(=O)N[C@H]1CON(C2(C(=O)O)C[C@H](NC(=O)OCc3ccccc3)C(=O)O2)C1=O)c1csc(N)n1)C(=O)O,64.0,active,634.5800000000002,-0.40939999999999627,5.0,14.0
971,CHEMBL3288812,COc1ccc2ncc(F)c(C[C@@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1.Cl,1.0,active,545.9990000000004,2.700200000000001,3.0,9.0
972,CHEMBL3288810,COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1.Cl,0.5,active,530.0000000000003,3.7294000000000023,2.0,8.0
973,CHEMBL3288811,COc1ccc2ncc(F)c(C[C@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1.Cl,0.5,active,545.9990000000004,2.700200000000001,3.0,9.0
1003,CHEMBL3353611,N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)NCC1CC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.0,active,751.7330000000005,5.1641400000000015,10.0,6.0
1004,CHEMBL3353620,C=C(C)CNC(=N)NCCCCCCCCN1CCCCCCCCNC(=N)NC1=O.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,4.0,active,663.7050000000005,5.173840000000003,8.0,5.0
1005,CHEMBL3355086,CCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,5.5,active,683.9839999999999,1.067600000000005,9.0,9.0
1006,CHEMBL3355085,CCCCCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,4.5,active,625.944,3.404300000000007,7.0,7.0
1007,CHEMBL3355084,CCCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,5.5,active,597.8900000000001,2.6241000000000065,7.0,7.0
1008,CHEMBL3355083,CCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,3.25,active,569.8360000000002,1.8439000000000065,7.0,7.0
1009,CHEMBL3355087,CCCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,6.5,active,712.0379999999998,1.8478000000000072,9.0,9.0
1010,CHEMBL3355088,CCCCCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,10.0,active,740.0919999999996,2.628000000000009,9.0,9.0
1011,CHEMBL3355089,CCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,8.25,active,798.1319999999996,0.29129999999998946,11.0,11.0
1012,CHEMBL3355090,CCCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,12.5,active,826.1859999999995,1.0714999999999932,11.0,11.0
1013,CHEMBL3355091,CCCCCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,10.0,active,854.2399999999993,1.8516999999999955,11.0,11.0
1014,CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,256.0,active,471.6850000000001,6.445800000000008,2.0,3.0
1015,CHEMBL3343216,OC(c1ccccc1)(c1ccccc1)C1CCN(Cc2ccc(-c3ccccc3)cc2)CC1,256.0,active,433.59500000000014,6.501700000000007,1.0,2.0
1016,CHEMBL3344385,OC(c1ccccc1)(c1ccccc1)C1CCN(CCCOc2ccc(-c3ccccc3)cc2)CC1,128.0,active,477.64800000000025,6.770600000000008,1.0,3.0
1039,CHEMBL3305167,COc1ccc2ncc(F)c(C[C@H](O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,0.5,active,509.53800000000035,2.2783999999999995,3.0,9.0
1040,CHEMBL3400817,O=C1COc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,2.0,active,507.5220000000002,1.7243999999999997,3.0,9.0
1041,CHEMBL3400818,O=C1COc2ccc(CNC34CCC(C[C@@]5(O)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,32.0,active,507.5220000000002,1.7243999999999997,3.0,9.0
1042,CHEMBL3400819,O=C1COc2ccc(CNC34CCC(CC5Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,0.5,active,491.52300000000025,2.6204,2.0,8.0
1043,CHEMBL3400820,O=C1COc2ccc(CNC34CCC(CC5(F)Cn6c(=O)ccc7ncc(F)c5c76)(CC3)OC4)nc2N1,1.0,active,509.5130000000002,2.7016,2.0,8.0
1044,CHEMBL3400821,CO[C@@]1(CC23CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC2)CO3)Cn2c(=O)ccc3ncc(F)c1c32,16.0,active,521.5490000000004,2.3785000000000007,2.0,9.0
1045,CHEMBL3400822,CO[C@]1(CC23CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC2)CO3)Cn2c(=O)ccc3ncc(F)c1c32,32.0,active,521.5490000000004,2.3785000000000007,2.0,9.0
1046,CHEMBL3400823,O=C1COc2ccc(CNC34CCC(C[C@]5(O)CN6C(=O)CCc7ncc(F)c5c76)(CC3)OC4)nc2N1,32.0,active,509.5380000000003,1.6886999999999992,3.0,8.0
1047,CHEMBL3400824,O=C1COc2ccc(CNC34CCC(C[C@@]5(O)CN6C(=O)CCc7ncc(F)c5c76)(CC3)OC4)nc2N1,32.0,active,509.5380000000003,1.6886999999999992,3.0,8.0
1048,CHEMBL3402178,O=C1COc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)c(F)cc7ncc(F)c5c76)(CC3)OC4)nc2N1,4.0,active,525.5120000000003,1.8634999999999988,3.0,9.0
1049,CHEMBL3402179,O=C1COc2ccc(CNC34CCC(C[C@@]5(O)Cn6c(=O)c(F)cc7ncc(F)c5c76)(CC3)OC4)nc2N1,32.0,active,525.5120000000003,1.8634999999999988,3.0,9.0
1050,CHEMBL3402180,O=C1COc2ccc(CNC34CCC(CC5(O)Cn6c(=O)c(Cl)cc7ncc(F)c5c76)(CC3)OC4)nc2N1,16.0,active,541.9670000000001,2.3777999999999997,3.0,9.0
1051,CHEMBL3402181,Cc1cc(=O)n2c3c(c(F)cnc13)[C@](O)(CC13CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC1)CO3)C2,0.5,active,521.5490000000003,2.0328199999999996,3.0,9.0
1052,CHEMBL3402182,Cc1cc(=O)n2c3c(c(F)cnc13)[C@@](O)(CC13CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC1)CO3)C2,2.0,active,521.5490000000003,2.0328199999999996,3.0,9.0
1053,CHEMBL3402183,O=C1COc2ccc(CNC34CCC(CC5(O)Cn6c(=O)cc(Cl)c7ncc(F)c5c76)(CC3)OC4)nc2N1,8.0,active,541.9670000000001,2.3777999999999997,3.0,9.0
1054,CHEMBL3402184,O=C1COc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7nc(Cl)c(F)c5c76)(CC3)OC4)nc2N1,32.0,active,541.9670000000001,2.3777999999999997,3.0,9.0
1055,CHEMBL3402185,O=C1COc2ccc(CNC34CCC(C[C@]5(O)Cn6c(=O)ccc7ncc(Cl)c5c76)(CC3)OC4)nc2N1,8.0,active,523.9770000000002,2.238699999999999,3.0,9.0
1056,CHEMBL3402186,O=C1COc2ccc(CNC34CCC(C[C@@]5(O)Cn6c(=O)ccc7ncc(Cl)c5c76)(CC3)OC4)nc2N1,32.0,active,523.9770000000002,2.238699999999999,3.0,9.0
1057,CHEMBL3402187,COc1cnc2ccc(=O)n3c2c1[C@](O)(CC12CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC1)CO2)C3,32.0,active,519.5580000000003,1.5938999999999988,3.0,10.0
1058,CHEMBL3402188,COc1cnc2ccc(=O)n3c2c1[C@@](O)(CC12CCC(NCc4ccc5c(n4)NC(=O)CO5)(CC1)CO2)C3,32.0,active,519.5580000000003,1.5938999999999988,3.0,10.0
1059,CHEMBL2087128,O=C(Oc1cc(OC(=O)c2cc(O)c(O)c(O)c2)c2ccccc2c1)c1cc(O)c(O)c(O)c1,64.0,active,464.3820000000002,3.511800000000002,6.0,10.0
